time,temperature,dewpoint,pressure,wind_u,wind_v,cloud_cover,humidity,rain_mm
2021-01-01 00:00:00,22.632599,21.084442,1004.29877,-0.77591515,-3.7793999,0.20414335,90.98208,0.0
2021-01-01 06:00:00,28.455841,21.326385,1006.6788,-3.3748941,-4.329747,0.99031353,65.34466,0.050917212
2021-01-01 12:00:00,27.551117,22.37024,1003.91565,-2.2100477,-2.4506893,0.9900866,73.417015,0.0
2021-01-01 18:00:00,23.37674,21.009369,1006.02185,-1.2245197,-3.0221157,0.98858714,86.57545,0.0
2021-01-02 00:00:00,23.26004,20.113922,1004.27625,-0.03413105,-3.566597,0.92516077,82.50514,0.0
2021-01-02 06:00:00,26.397797,22.417816,1006.34125,-2.0404787,-4.32216,1.0000011,78.79187,0.005817535
2021-01-02 12:00:00,26.640045,23.06955,1003.3837,-1.8732004,-3.9323788,0.60405034,80.80584,0.023095552
2021-01-02 18:00:00,24.178864,22.646088,1004.6331,-0.7202215,-3.8678045,0.9991271,91.16671,0.0
2021-01-03 00:00:00,23.688751,21.7883,1002.7706,-0.5082083,-3.4783049,0.99999696,89.1146,0.06657151
2021-01-03 06:00:00,24.993378,22.758636,1004.885,-1.5560617,-3.374218,0.9519396,87.42693,0.055333145
2021-01-03 12:00:00,25.109528,23.932037,1002.3731,-1.9546251,-1.53263,0.9951004,93.19683,0.31686804
2021-01-03 18:00:00,23.93393,23.190033,1003.83374,-0.97467995,-2.1093998,0.9024262,95.61575,0.0
2021-01-04 00:00:00,23.902374,22.694305,1003.2225,-0.83114624,-2.8158503,0.9999942,92.9646,0.01691632
2021-01-04 06:00:00,27.55716,22.242676,1004.6769,-3.7868404,-3.0070314,0.93306243,72.82369,0.0
2021-01-04 12:00:00,27.68155,23.086151,1002.4319,-2.2454376,-1.8600569,0.9356416,76.092186,0.0
2021-01-04 18:00:00,24.309723,23.10022,1004.85815,-1.4657221,-2.8289318,0.97887075,92.977264,0.0
2021-01-05 00:00:00,23.867645,22.48053,1003.28815,-0.75774384,-3.28864,0.9225748,91.95769,0.1060442
2021-01-05 06:00:00,26.451324,23.388702,1005.15686,-1.6287079,-3.850234,0.9991572,83.30055,0.053777114
2021-01-05 12:00:00,26.519531,24.105988,1002.84686,-1.4352474,-2.0145588,0.99802256,86.626144,1.0344076
2021-01-05 18:00:00,24.362213,23.335022,1005.1575,-1.2253218,-1.7524748,1.0000001,94.00964,0.0
2021-01-06 00:00:00,24.190216,23.043121,1002.83185,-0.3181839,-1.9742336,0.9980209,93.32296,0.0
2021-01-06 06:00:00,28.103668,24.027863,1004.0094,-1.2979355,-1.659132,0.99832064,78.57621,0.32813537
2021-01-06 12:00:00,26.612823,24.779938,1001.8256,-2.6949692,-0.4869668,0.99999684,89.6985,1.5352846
2021-01-06 18:00:00,24.527863,23.711548,1004.1769,-0.87121964,1.3168998,0.9482973,95.218895,0.0
2021-01-07 00:00:00,24.533234,23.056152,1002.3688,0.33924866,-1.3262386,0.9392823,91.49693,0.0
2021-01-07 06:00:00,29.417328,24.384155,1003.35376,-2.3787975,-2.2693567,0.89766943,74.38597,0.106731266
2021-01-07 12:00:00,27.901245,24.584503,999.7506,-2.827299,-1.2832842,0.8361381,82.20633,0.0
2021-01-07 18:00:00,25.477509,23.942352,1002.48126,-0.7750473,-1.4456701,0.9821488,91.23528,0.44244164
2021-01-08 00:00:00,25.057861,23.433624,1000.46564,-0.46532822,-1.632926,0.9059183,90.72032,0.0
2021-01-08 06:00:00,27.766693,23.487396,1003.03186,-0.2707863,-2.261714,0.975198,77.57171,0.5016413
2021-01-08 12:00:00,27.132904,23.765076,1000.2381,-1.2187538,-0.75360584,0.9238975,81.86211,0.0
2021-01-08 18:00:00,24.837158,23.649231,1003.1106,-1.4461346,-1.7070236,0.9649547,93.124886,0.0
2021-01-09 00:00:00,24.10553,22.95346,1001.76874,-0.8812561,-1.8233147,1.0000048,93.29075,0.0
2021-01-09 06:00:00,28.31424,24.841827,1003.45874,-3.0327168,-2.3368273,0.99688935,81.49531,0.08229427
2021-01-09 12:00:00,27.445007,23.76654,1001.67065,-2.1958323,-0.69602203,1.0,80.38518,9.664148e-05
2021-01-09 18:00:00,24.440765,23.3927,1003.96124,-1.1105595,-1.6823587,1.0,93.89469,0.20711002
2021-01-10 00:00:00,24.397583,22.993195,1002.6194,-0.41191483,-2.561283,1.0,91.89216,0.0
2021-01-10 06:00:00,28.177032,23.827637,1004.1262,-0.5770674,-3.3715658,1.0,77.305244,0.0
2021-01-10 12:00:00,28.053284,23.499115,1001.2031,-1.1029377,-1.0042181,1.0,76.33925,0.0
2021-01-10 18:00:00,24.977448,23.761322,1004.1825,-1.4279909,-2.009757,1.0,92.973946,0.89456236
2021-01-11 00:00:00,24.354095,22.80896,1002.955,-0.921505,-3.4951735,1.0,91.109535,0.17169952
2021-01-11 06:00:00,26.018005,24.425293,1004.2587,-1.9930344,-4.176136,1.0,90.95504,0.0
2021-01-11 12:00:00,25.403961,23.891632,1002.7594,-0.44834042,-2.4460325,1.0,91.35598,1.0640492
2021-01-11 18:00:00,24.53125,23.730377,1003.89374,-0.7782116,-3.911996,1.0,95.30755,0.52710485
2021-01-12 00:00:00,24.02536,22.25235,1002.2944,-1.326951,-4.248067,1.0,89.835014,0.0
2021-01-12 06:00:00,24.757294,23.924713,1004.9913,-2.2303457,-4.0082817,1.0,95.13386,0.064881325
2021-01-12 12:00:00,25.492676,23.918884,1001.68,-3.2291412,-3.9993706,0.9999999,91.02463,0.9824678
2021-01-12 18:00:00,24.18985,23.388153,1004.44,-3.072567,-2.9485903,1.0,95.2911,0.0
2021-01-13 00:00:00,23.844452,22.518433,1002.515,-1.1641436,-3.282156,0.9466863,92.298325,0.0
2021-01-13 06:00:00,26.328949,24.085297,1004.57874,-4.2297564,-3.6115885,0.79337174,87.49686,0.0
2021-01-13 12:00:00,25.798859,23.131622,1002.2394,-2.7164192,-1.4660501,0.9324728,85.242775,0.0028119832
2021-01-13 18:00:00,24.131683,23.241974,1005.5206,-1.4845247,-1.9542408,0.95699984,94.78394,0.011599395
2021-01-14 00:00:00,23.925262,22.203888,1002.3925,-1.1685581,-3.693121,0.5329578,90.11068,0.0
2021-01-14 06:00:00,26.651276,23.2919,1005.0031,-2.1489677,-3.4974756,0.80603033,81.84496,0.10986086
2021-01-14 12:00:00,25.832733,23.253754,1001.9456,-2.5387516,-1.2656984,0.87270176,85.70208,0.41590288
2021-01-14 18:00:00,23.990692,23.31897,1004.41437,-1.545186,-1.5483828,0.96455526,96.03529,0.0
2021-01-15 00:00:00,24.205627,22.705963,1002.9194,-0.30773067,-2.22604,0.99802226,91.35171,0.0
2021-01-15 06:00:00,26.26004,23.278046,1005.13,-2.4213934,-3.6539679,1.0,83.685425,0.0
2021-01-15 12:00:00,26.698761,22.806946,1002.4356,-2.1173449,-1.4154596,0.99999815,79.256645,0.0022118762
2021-01-15 18:00:00,24.420074,23.153107,1004.0131,-1.0483027,-1.6391239,0.99915767,92.66045,0.0
2021-01-16 00:00:00,24.187042,22.599884,1002.2006,-0.28221798,-2.29428,0.58364195,90.86683,0.0
2021-01-16 06:00:00,27.942474,22.672394,1004.1,-2.4240103,-3.0463057,0.93041104,73.08668,0.20208128
2021-01-16 12:00:00,27.141815,23.58844,1001.665,-2.2036724,-0.5739393,0.92251235,80.95368,0.0
2021-01-16 18:00:00,24.39267,22.988434,1003.9994,-1.4974451,-0.9198694,0.9558064,91.89273,0.0
2021-01-17 00:00:00,23.102325,21.50882,1003.14813,-0.28711987,-1.7158833,0.9618868,90.76027,0.0
2021-01-17 06:00:00,28.917145,21.54956,1005.01373,-1.7680264,-2.5586557,0.5675142,64.49453,0.0
2021-01-17 12:00:00,28.368622,20.872559,1002.5656,-2.396474,-1.7352858,0.07894461,63.872128,0.0
2021-01-17 18:00:00,22.727081,20.471588,1005.8113,-0.8944235,-2.1391716,0.9251965,87.11351,0.0
2021-01-18 00:00:00,21.59671,19.511444,1004.28815,0.16843891,-2.7134275,0.1394429,87.93611,0.0
2021-01-18 06:00:00,28.72525,20.008728,1006.8075,-2.922594,-4.381466,0.8237316,59.315483,0.006391434
2021-01-18 12:00:00,27.736237,20.461212,1002.9269,-2.8676262,-2.115777,0.8024705,64.612305,0.0
2021-01-18 18:00:00,22.47464,20.121124,1005.3681,-0.5076704,-1.6243887,0.9828279,86.56432,0.0
2021-01-19 00:00:00,22.389069,20.130066,1003.7875,0.8591728,-1.893672,0.9309432,87.06388,0.00047683716
2021-01-19 06:00:00,28.70279,21.41391,1006.3544,-1.3755016,-3.7894154,0.7321308,64.7608,0.00066962093
2021-01-19 12:00:00,29.140228,21.206055,1002.72186,-0.58431435,-2.29346,0.0057373047,62.341362,0.0
2021-01-19 18:00:00,24.96341,22.017303,1005.1131,-1.3952923,-1.7317352,0.8048407,83.7232,0.0
2021-01-20 00:00:00,24.549347,21.343353,1004.21124,0.86968327,-2.2603626,0.96970236,82.35604,0.0
2021-01-20 06:00:00,29.464813,22.797821,1005.8756,-0.27593803,-3.0408163,0.91886556,67.42013,0.06335974
2021-01-20 12:00:00,29.088593,24.152771,1003.3206,-2.3047943,-2.2229395,0.74079055,74.76788,0.0
2021-01-20 18:00:00,25.772675,23.582794,1005.1756,-1.4609957,-1.9099255,0.19348031,87.73214,0.0
2021-01-21 00:00:00,24.639801,22.822021,1004.2975,-0.34380245,-2.059822,0.7507073,89.63586,0.011642245
2021-01-21 06:00:00,29.645905,24.47348,1005.8844,-1.569232,-1.6616163,0.6052092,73.80574,0.017063648
2021-01-21 12:00:00,30.080109,24.87384,1002.53687,-1.8038092,0.013751984,0.40952435,73.72865,0.0
2021-01-21 18:00:00,26.04361,24.917725,1004.4994,-1.4710236,-0.5774727,0.10654672,93.53004,0.0
2021-01-22 00:00:00,25.707672,23.904694,1004.5069,0.042593002,-1.0482597,0.95386803,89.793785,0.02116728
2021-01-22 06:00:00,30.388458,25.18222,1006.0469,-1.4913416,-1.1864433,0.3741079,73.77996,0.06428343
2021-01-22 12:00:00,30.152252,24.050903,1001.90314,-1.9287987,-0.20977688,0.18718071,69.8945,0.0
2021-01-22 18:00:00,25.354614,24.316254,1004.61127,-1.7802124,-0.5372925,0.040681142,93.98963,0.0
2021-01-23 00:00:00,24.89914,23.04773,1003.65186,-0.35087395,-1.8700771,0.81735986,89.47272,0.03843308
2021-01-23 06:00:00,29.721954,21.271027,1006.21814,-2.4485703,-2.6542797,0.22520542,60.524284,0.0
2021-01-23 12:00:00,28.98111,22.148346,1003.64935,-2.655837,-1.1601753,0.53669983,66.648445,0.0
2021-01-23 18:00:00,23.839935,22.560944,1006.0825,-1.4406109,-0.8317318,0.076107875,92.56204,0.0
2021-01-24 00:00:00,23.769867,21.823517,1004.6869,0.3796339,-1.4090376,0.9411706,88.8715,0.0003813766
2021-01-24 06:00:00,29.042816,19.67868,1007.33624,-1.7990494,-2.2473373,0.96518713,57.05499,0.0016214326
2021-01-24 12:00:00,29.029205,20.72995,1003.7488,-1.5615244,-0.9180174,0.87489486,60.93374,0.0
2021-01-24 18:00:00,23.772003,22.090607,1006.71814,-1.3949108,-0.78306293,0.9850975,90.31966,0.0
2021-01-25 00:00:00,23.705353,21.411224,1005.63,0.2345419,-1.7877693,1.0,86.99583,0.008776344
2021-01-25 06:00:00,29.00064,20.59671,1007.6425,-2.2275677,-1.6132364,0.93314207,60.535675,0.028603218
2021-01-25 12:00:00,29.784027,22.013763,1004.03815,-1.4659977,-0.83679867,0.7799843,63.110428,0.0
2021-01-25 18:00:00,23.412506,21.195953,1006.58624,-1.5790424,-0.8892374,0.0,87.384094,0.0
2021-01-26 00:00:00,22.26712,20.399017,1005.0125,-0.25901413,-2.3311577,0.8193812,89.18183,0.0
2021-01-26 06:00:00,28.713531,19.084747,1007.27374,-2.705285,-3.11234,0.7990689,56.04462,0.0
2021-01-26 12:00:00,28.734283,20.236847,1003.2425,-1.6643248,-1.3643608,0.14623784,60.12683,0.0
2021-01-26 18:00:00,22.677032,20.030273,1006.4375,-1.5594893,-0.9936018,0.2904849,85.02779,0.0
2021-01-27 00:00:00,21.96585,19.680756,1005.0731,0.37596703,-1.9362707,0.9552658,86.88435,0.0
2021-01-27 06:00:00,28.649567,20.032684,1007.3875,-2.4783707,-2.8085632,0.9891096,59.664898,0.0034349505
2021-01-27 12:00:00,28.604462,20.324066,1004.0225,-2.4910936,-1.5960417,0.65305275,60.90876,0.0
2021-01-27 18:00:00,22.389801,20.051361,1006.5544,-0.9983702,-1.6418467,0.32591265,86.63709,0.0
2021-01-28 00:00:00,22.234406,19.478363,1005.315,0.7828779,-2.412321,0.7227489,84.40643,0.0007627532
2021-01-28 06:00:00,28.456024,21.134491,1007.16315,-2.409628,-3.6880817,0.627288,64.57939,0.05960185
2021-01-28 12:00:00,28.792328,21.302856,1003.8812,-2.6512241,-1.9293842,0.38647777,63.988487,0.0
2021-01-28 18:00:00,24.230255,21.073486,1006.7656,-1.579073,-1.5632219,0.058575097,82.56689,0.0
2021-01-29 00:00:00,23.51529,20.264252,1005.35876,0.60560894,-2.911254,0.29861677,82.00262,0.0
2021-01-29 06:00:00,28.953888,21.586975,1007.2537,-2.7939959,-3.6739101,0.9203295,64.50493,0.012777746
2021-01-29 12:00:00,28.762299,21.456482,1004.5094,-1.8181314,-2.4686403,1.0000002,64.706154,0.0
2021-01-29 18:00:00,24.926056,21.339264,1006.7056,-1.5858507,-1.9776831,0.88902587,80.503204,0.011831522
2021-01-30 00:00:00,24.29837,21.363556,1004.9331,-0.5029793,-2.7665195,0.65990865,83.70663,0.0
2021-01-30 06:00:00,29.675934,21.109467,1006.58685,-2.5638494,-3.4920216,0.62417626,60.086357,0.025182962
2021-01-30 12:00:00,29.63382,21.482025,1003.0756,-2.3668041,-2.014079,0.17978328,61.6238,0.0
2021-01-30 18:00:00,24.173615,21.398956,1006.645,-1.4166222,-1.5857687,0.3731677,84.51826,0.0
2021-01-31 00:00:00,23.871002,21.275604,1004.965,-0.64875793,-2.2256498,0.39979947,85.4202,0.0
2021-01-31 06:00:00,29.085297,20.937897,1006.84436,-2.940341,-3.2659645,0.620315,61.51828,0.003146939
2021-01-31 12:00:00,29.571686,21.754608,1003.97314,-2.9141483,-2.2020645,0.028380532,62.884426,0.0
2021-01-31 18:00:00,24.31839,21.742218,1007.8075,-1.2234983,-2.4380302,0.22554618,85.565926,0.0
2021-02-01 00:00:00,23.471344,21.322357,1006.76,-0.6216593,-3.5643082,0.44216043,87.75206,0.0
2021-02-01 06:00:00,29.674835,21.825226,1008.97314,-2.3322716,-4.2185345,0.44056547,62.782013,0.0
2021-02-01 12:00:00,29.277618,22.083344,1005.39685,-3.3594866,-2.3651514,0.09668732,65.25647,0.0
2021-02-01 18:00:00,24.071259,21.056458,1008.935,-1.878953,-2.8017673,0.033894066,83.27123,0.0
2021-02-02 00:00:00,23.337067,19.985565,1007.48126,-0.32159805,-3.2919674,0.1810461,81.47251,0.0
2021-02-02 06:00:00,29.464935,20.791473,1008.7438,-2.2967434,-3.6037292,0.2799405,59.644325,0.0
2021-02-02 12:00:00,29.261444,20.561005,1005.59186,-3.2885532,-1.9513607,0.34293044,59.498466,0.0
2021-02-02 18:00:00,25.154022,21.615082,1008.34814,-1.5485153,-2.245473,0.27692765,80.76916,0.0
2021-02-03 00:00:00,24.230865,21.6763,1006.5625,-1.0102358,-2.265358,0.6359488,85.67022,0.0
2021-02-03 06:00:00,29.189972,20.31076,1008.53937,-3.4691515,-2.8767805,0.57232255,58.829243,0.0005721813
2021-02-03 12:00:00,28.720734,21.024506,1005.6725,-3.478325,-2.025649,0.6912007,63.16645,0.0
2021-02-03 18:00:00,24.104767,20.02362,1008.3244,-2.0317688,-2.2946234,0.99999994,77.97668,0.0
2021-02-04 00:00:00,22.646393,19.565155,1007.02374,-0.40383625,-2.3861399,0.015672568,82.76431,0.0
2021-02-04 06:00:00,29.090302,19.596375,1008.9425,-3.0901299,-3.1165934,0.74620336,56.608494,0.0
2021-02-04 12:00:00,28.507355,18.833618,1005.2025,-3.6160164,-1.9592066,0.8544228,55.837463,0.0
2021-02-04 18:00:00,22.907867,18.961578,1007.59186,-1.2572985,-1.8188648,0.1884748,78.45833,0.0
2021-02-05 00:00:00,22.1409,18.892609,1006.55,-0.2806282,-2.4003277,0.5625943,81.846664,0.0
2021-02-05 06:00:00,28.444,19.314728,1007.9125,-1.4319963,-3.4571352,0.32582986,57.74997,0.0
2021-02-05 12:00:00,28.965729,20.267578,1003.7419,-2.9279528,-2.346078,0.4894811,59.438602,0.0
2021-02-05 18:00:00,23.516693,19.81009,1006.4906,-1.676671,-0.8359575,0.2755647,79.72291,0.0
2021-02-06 00:00:00,22.296417,19.003815,1004.92377,0.36675262,-2.3216543,0.45878273,81.64007,0.0
2021-02-06 06:00:00,29.26651,19.495758,1006.7481,-1.6475592,-3.4308558,0.6774411,55.685623,0.0
2021-02-06 12:00:00,29.340118,18.388458,1003.27625,-3.1845074,-2.4530115,0.027664185,51.74681,0.0
2021-02-06 18:00:00,22.287994,19.088287,1006.25,-1.1483421,-1.8970623,0.0,82.11333,0.0
2021-02-07 00:00:00,21.325226,19.307281,1005.2469,-0.2502184,-2.9176884,0.0007171631,88.28202,0.0
2021-02-07 06:00:00,29.106964,17.850494,1006.59125,-1.577178,-4.2073965,0.009933472,50.706238,0.0
2021-02-07 12:00:00,29.492828,17.042755,1003.585,-2.841054,-2.4118805,0.0,47.12345,0.0
2021-02-07 18:00:00,23.328156,20.150787,1007.05,-1.6756735,-2.743703,0.008323669,82.35401,0.0
2021-02-08 00:00:00,22.358551,20.477936,1005.83124,-1.0241213,-3.4981623,0.09199478,89.12007,0.0
2021-02-08 06:00:00,29.224518,18.036896,1007.47626,-2.6549292,-4.1151752,0.0735211,50.956673,0.0
2021-02-08 12:00:00,28.976532,17.852509,1005.20624,-3.5951176,-2.513651,0.014858724,51.096863,0.0
2021-02-08 18:00:00,22.838654,19.861298,1007.745,-1.8236446,-1.6647892,0.04273575,83.32201,0.0
2021-02-09 00:00:00,22.075958,19.595123,1005.74,-0.019680977,-2.4054527,0.5376752,85.84544,0.0
2021-02-09 06:00:00,29.128815,18.333832,1007.1919,-2.7087994,-4.2367983,0.9200589,52.20341,0.0
2021-02-09 12:00:00,28.480988,17.22525,1003.4344,-2.6593523,-2.5034266,0.8383362,50.546432,0.0
2021-02-09 18:00:00,22.009674,18.304443,1006.5225,-1.5636234,-1.1619978,0.059810854,79.522545,0.0
2021-02-10 00:00:00,21.280548,17.870575,1005.10376,-0.0018119812,-2.493229,0.4777056,80.912285,0.0018120045
2021-02-10 06:00:00,28.46402,17.861359,1007.3375,-2.1238127,-2.941245,0.58733153,52.667904,0.0
2021-02-10 12:00:00,28.602386,15.871429,1003.1994,-2.7810163,-1.8229971,0.00598526,46.052498,0.0
2021-02-10 18:00:00,20.685944,17.30661,1005.9919,-1.927434,-0.5417576,0.4599346,80.991135,0.0
2021-02-11 00:00:00,20.112823,17.844696,1004.1231,-0.07593155,-2.1352768,0.5095522,86.80378,0.0
2021-02-11 06:00:00,28.58255,16.349274,1006.1337,-2.2464104,-2.8019533,0.3876174,47.532402,0.0
2021-02-11 12:00:00,28.756744,17.537018,1002.7175,-2.9580917,-1.5846758,0.50589603,50.733078,0.0
2021-02-11 18:00:00,20.979279,17.613617,1005.95435,-1.130599,-1.4846687,0.57568526,81.0992,0.0
2021-02-12 00:00:00,21.760406,17.029633,1004.9519,0.068081856,-2.1978426,1.0,74.5083,0.003909692
2021-02-12 06:00:00,28.196869,17.263641,1006.595,-1.8129139,-2.2093058,0.9991601,51.51357,0.0
2021-02-12 12:00:00,28.944,18.993256,1003.58435,-3.0726995,-0.9067011,0.12540802,54.98638,0.0
2021-02-12 18:00:00,21.889679,18.409271,1006.765,-1.4664698,-1.273839,0.003134073,80.63495,0.0
2021-02-13 00:00:00,21.360992,18.39743,1005.6813,0.15921783,-1.9938097,0.012573242,83.22273,0.0
