actual,predicted
0.00019067374999999498,0.019793257
0.0,0.015844662
0.0,-0.00030904263
0.0,-0.0019540936
0.012397766000000005,0.029953461
0.0,0.010000393
0.0,-0.0006007552
0.0,-0.0030680075
0.01707673,0.015441161
0.0,0.014262475
0.00038137659999999685,-0.00056614727
0.0,0.01042521
0.08231166,0.024801448
0.0,0.016036421
0.0,0.00063667446
0.0,-0.0010211691
0.015641563000000004,0.009891152
0.0,0.0066264197
0.0,0.00377433
0.0,0.021669913
0.010968186000000005,0.014303222
0.0,0.01176247
0.000573694700000002,0.09194982
0.10322905,0.027039729
0.06539572,0.14013237
0.0,0.0072809756
0.0,0.0023949817
0.0,0.004518494
0.0,0.0054385215
0.0,0.0039025098
0.0,-0.0040084496
0.0,-0.009106807
0.028992072,0.0154543
0.0,0.013680916
0.00038137659999999685,0.0013697818
0.0,-0.007222064
0.10091284,0.017443027
0.0,0.032450687
0.0,0.026111707
0.0008586794000000064,0.013717942
0.11426071,0.027610995
0.0,0.020448238
0.0,0.016598877
0.0008642673500000031,0.011761732
0.056244433,0.03057519
0.0,0.031210985
0.0,0.06398422
0.0,0.38002333
0.057305936,0.5350639
0.0,0.019310903
0.008686019000000003,0.014971167
0.0,0.014151067
0.099272676,0.040400196
0.0,0.044367697
0.0,0.020001594
0.003911554999999997,0.048975527
0.19358289,0.067207694
0.0,0.049235173
0.0,0.018507998
0.001335516600000003,0.021060742
0.02307604,0.03558088
0.0,0.017057631
0.0,0.0066025257
0.0,-0.0061309636
0.020978384000000003,0.01463427
0.0,0.010239236
0.0,0.03174733
0.0,0.0050744563
0.0,0.019009769
1.3989415,0.18949634
0.0,0.067448646
0.0,0.75900507
0.01612413,0.29346785
0.2872774,0.2846399
0.0,0.25760856
0.0,0.19617948
0.0,0.06910942
0.0,0.033772096
0.0,0.01357796
0.0,0.017085452
0.0072512775999999945,0.014653675
0.0,0.0060814247
0.0,0.00921645
0.0,-0.0084569305
0.023366883000000005,0.018757973
0.0,0.014169019
0.0,0.025232434
0.0,0.053364165
0.11885166,0.12582678
0.0,0.011630587
0.0,0.004978642
0.000953441499999999,0.008955583
0.037092946,0.030480701
0.0,0.0055851787
0.0,-0.00082411617
0.0,-0.0016162619
0.01907628,0.012341276
0.0,0.012381256
0.0,0.1015332
0.0,0.003905207
0.0,0.020381514
0.0,0.013860572
0.0,0.0034433901
0.0,0.033592872
0.007441267400000007,0.027343322
0.0,0.009502709
0.0,6.0871243e-05
0.0,-0.008544102
0.0,0.01120504
0.0,0.0076131523
0.0,0.013575215
0.0,0.008002415
0.0001907756099999991,0.03367665
0.0,0.018880926
0.0,0.0028707609
0.0,0.011145338
0.0,0.010981724
0.004576043700000004,0.03311838
9.733299000000417e-05,0.07879093
0.0,0.08372085
0.11776728,0.14291847
0.0,0.05607246
0.0,0.03585975
0.07599431,-0.001504086
0.0,0.042235345
0.03384294,0.076596126
0.0,0.073992945
0.011252175000000003,0.03831782
0.0,0.06724293
0.0,0.029321127
0.0,0.00056330115
0.0,-0.0010743588
0.0008582137500000031,0.00087319314
0.0,0.0036253184
0.0,0.002912663
0.0,0.004896745
0.0,0.0039548427
0.0,0.0023651198
0.0,-0.0019164458
0.0,-0.022102699
0.0,-0.00054600835
0.0,0.0019428805
0.0,-0.00317166
0.0,-0.011073843
0.010681338999999998,0.008855253
0.0,0.011274472
0.0,-0.012986243
0.0,-0.015450224
0.0,0.0075895414
0.0,0.009412274
0.0,-0.027708933
0.0,0.0006861612
0.00038150755999999397,0.018042997
0.0,0.006296538
0.0,-0.003605552
0.0,-0.0073092356
0.0007629859999999933,0.004657291
0.0,0.006504327
0.0,-0.0060138255
0.0,-0.0031099394
0.0008577480999999998,0.010133944
0.0,0.002548121
0.0,0.0018467382
0.0,-0.0047911704
0.0,0.004919097
0.0,0.007133551
0.0,0.013968669
0.0,0.012394451
0.0,0.022484232
0.0,0.0078890845
0.0,0.0024194866
0.0,-0.004421033
0.0,-0.0043071136
0.0,0.00242161
0.0,0.0015195981
0.0,0.23270118
0.0,-0.0045734793
0.0,0.004119806
0.0,0.008253276
0.0,-0.039946854
0.0,-0.0041174144
0.0,0.0019428805
0.0,0.0031652004
0.0,-0.006969258
0.0,-0.0035379454
0.0,0.00242161
0.0,0.006877184
0.0,0.0012953207
0.0,0.003956817
0.0,0.003919214
0.0,-0.00061778724
0.0,0.0012953207
0.0,0.0045900345
0.0,0.004019104
0.0,0.0019125938
0.0,-0.010924324
0.0,0.006140664
0.0,0.0029556528
0.0,0.011689641
0.0,-0.004421033
0.0,0.0013888255
0.0,0.0023651198
0.0,0.004954055
0.0,-0.005523458
0.0,0.0046471357
0.0,0.0039757043
0.0,0.0012527555
0.0,0.0012953207
0.0,0.0010638684
0.0,0.0039757043
0.0,0.0010489821
0.0,0.00540217
0.0,-0.0014546141
0.0,0.0039757043
0.0,0.010886319
0.0,0.0022047013
0.0,0.0064785406
0.0,0.0040457174
0.0,0.00069277734
0.0005718320599999993,0.004222788
0.05521981,0.00845322
0.0,0.0053904876
0.00037997959999999664,0.010590449
9.685754999999574e-05,0.0083898455
0.008869916000000005,0.011656001
0.0,0.005581856
0.0,0.009495363
0.00018998979999999832,0.010639511
0.0,0.013393749
0.0,0.016615234
0.002957880499999996,0.06777059
0.018022954,0.035528276
0.07429209,0.08467721
0.034977093,0.024761107
0.21172397,0.06568661
0.0,0.029257245
0.0,0.04771954
0.0,0.049401656
0.0,0.056549855
0.044255573,0.044105727
0.017349072000000007,0.02528401
0.042718813,0.03566277
0.0,0.03948372
0.0,0.059488308
0.0,0.042841364
0.0,0.051962696
0.0,0.08624536
0.00019097933999999428,0.20439664
0.0,0.120106235
0.0,0.050238498
0.0,0.046682697
0.0,0.19153398
0.0,0.06769023
0.0,0.033952568
0.0,0.04270992
0.0,0.13406463
0.0,-0.0062177926
0.0,0.0040008575
0.0,0.053677924
0.0,0.14561504
0.0,-0.0043782294
0.0,0.0014404356
0.0,0.007490948
0.0,-0.005522616
0.0,-0.005089663
0.0,0.0016917586
0.0,-1.5087426e-05
0.0,-0.015517212
0.0,0.0040755942
0.0,0.0023042038
0.0,-7.63908e-05
9.534414999999574e-05,-0.008990906
0.0011454104000000048,0.011226632
0.0,0.010689169
0.0007674097999999935,0.022256661
0.05171448,0.102722004
0.9293146000000001,0.03212956
0.65197897,0.5854593
0.0,0.63526213
0.0,0.23447016
0.6898792,0.8611236
0.0,0.05142408
0.0,0.009420812
0.0003816094199999981,0.11078689
0.0,0.028534312
0.0,0.015359342
0.0,0.029365592
0.0,0.06574896
0.0,0.0046526343
0.0,0.0057414547
0.0,0.0319918
0.0,0.0061375946
0.0,-0.0026247576
0.0,0.0056612715
0.0,0.037976634
9.49949000000061e-05,0.021896333
0.054651704,0.02962125
0.0,0.027393345
0.0,0.031502496
0.0,0.037330527
0.014782308000000001,0.022443369
0.004861147999999996,0.036524415
0.0,0.056362085
0.0,0.045738295
0.03986433,0.050983887
0.0,0.05703987
0.0,0.058453247
0.0007636845000000003,0.07630874
0.2153598,0.037256744
0.0,0.027663585
0.0,0.05783794
0.0,0.030931432
0.0,0.008358881
0.0,-0.00049729645
0.0,0.04336555
0.006388873000000003,0.026006654
0.03195315,0.04249285
0.0,0.051376686
0.0,0.029488973
9.49949000000061e-05,0.025040757
0.046440355,0.029948186
0.0,0.031138796
0.0,0.030859068
0.013444573000000001,0.029969886
0.049307197,0.034570705
0.0,0.039552964
0.0,0.015488274
0.0,0.03000471
0.005913119999999994,0.03695307
0.0,0.032584112
0.0,0.029717065
0.0,0.052728184
0.0,-0.0061801597
0.0,0.0050383806
0.0,0.011949316
0.0,-0.011508845
0.0,-0.00071989
0.0,0.010540083
0.0,0.010736093
0.0,0.0029138327
0.0,0.0020878986
0.0,0.008553401
0.0,0.02441277
0.0,0.04629124
0.0,0.0029953122
0.0,0.013340533
0.0,0.121358976
0.0,0.034578785
0.0,0.00043682754
0.0,0.008458175
0.0,0.060031544
0.0,0.054436605
0.0,-0.0078069866
0.0,-0.00047427416
0.0,0.008717649
0.0,-0.002990432
0.0,0.0011623576
0.0,0.0016917586
0.0,0.013230346
0.0,0.00023493916
0.07133186,0.013631862
0.0,0.004073888
0.0,0.02300832
0.0,-0.001171276
0.009059906000000006,0.00015433133
0.0,0.050013036
0.001990826799999998,0.053467363
0.7416801500000001,0.21075186
0.0,0.13615286
0.0,0.13093941
0.0,0.31185645
0.0036254062000000004,0.34402347
0.100493886,0.21053445
0.0,0.009780258
0.030905007999999998,0.050036855
0.0,0.04895369
0.0015255064000000013,-0.0066104606
0.0015255064000000013,0.0043987855
0.0,0.021115065
0.0,0.02828984
0.008488073999999998,0.018297661
0.14705025,0.03311937
0.018425286,0.025559831
0.0,0.036588226
0.014212914,0.04276736
0.0,0.20778045
0.0,0.02805657
0.0032447277999999996,0.04514099
0.0,0.02214982
0.0,0.03680755
0.0,0.016835231
0.0,0.020961784
0.0057239084999999995,0.0067301244
0.08668564,0.015499644
0.0,0.029401958
0.0,0.043106936
0.0,0.03484392
0.0,0.01635256
0.0,0.01670542
0.0,0.0047570765
0.0,-0.0059803575
0.35774708,0.031206787
0.0,-0.002191253
0.0,0.023812875
0.000476604330000005,0.0063755065
0.0,0.189999
0.0,0.025130432
0.0,0.004952632
0.0,-0.0031208843
0.0,0.050604057
0.0,0.027840063
0.0,0.011102527
0.0,0.010942362
0.0,0.009200275
0.0,0.031084947
0.0,0.017590046
0.0,0.010488585
0.0,0.040887184
0.0,0.040018227
0.012204050999999994,0.03844864
0.0,0.02148899
0.14721975,0.0053741634
0.0,0.01917049
0.044345856,0.05735999
0.0,0.0021290258
0.1273863,0.013853177
0.0,0.0068120956
0.0,-0.0062583312
0.001335516600000003,0.017107997
0.00047497450000000274,0.022551157
0.0,-0.00500229
0.0,0.003898628
0.0,0.009100273
0.0,0.0014407635
0.0,0.018786542
0.0,-0.0040083528
0.0004768371599999932,0.011365965
0.0,0.04489696
0.0,0.021678649
0.0057220459999999945,-0.001350075
0.0,0.017201882
0.0,0.0091878325
